quarter,gdp_growth,inflation,unemployment,real_gdp,nominal_gdp,personal_tax,corporate_tax,exports,imports,debt_to_gdp,interest_rate,pcpi,transfer_payments_ratio,federal_expenditures,personal_tax_rates,corporate_tax_rates,government_transfer_payments,federal_surplus,trade_balance,net_foreign_investment_income,simulation_type
2000Q1,1.819866203399556,170.15436984592174,3.9895327272230556,13891.036016781805,10013.13633011716,1217.1220266069743,242.80319201517932,1053.1200925417756,1411.9032379787957,4439.801981323578,5.56,170.15436984592174,0.108373716317443,572.8933867806531,0.137738886015378,0.240570721219239,950.2997796591433,-205.86773959152055,-380.2526806787233,34.128744706848394,MARL-FRB/US Agent
2000Q2,7.065666648711755,171.51494528916027,3.9168444816259806,14138.589568293395,10255.933703859806,1269.5863303261722,242.797499300737,1094.344368347182,1462.2725996489821,4254.970722574621,5.81,171.51494528916027,0.108704407637914,1091.9959809256993,0.137738886015378,0.240570721219239,977.0981710219247,154.85923698045724,-387.63200367791757,39.04993584746834,MARL-FRB/US Agent
2000Q3,0.8126586725829552,173.14793023865673,3.939636845432881,14167.34338577891,10340.634711018472,1288.8066460913217,227.5387148849063,1127.7184560520786,1527.8924970551036,4328.442806187681,6.06,173.14793023865673,0.109040066886546,1082.1598318120418,0.137738886015378,0.240570721219239,988.5566730187327,-219.27472191031427,-419.43514741153876,35.28305165011677,MARL-FRB/US Agent
2000Q4,2.275941932508374,174.5180487980158,3.8357695183287466,14248.18327852045,10461.236759735126,1331.3379067957526,150.7761173295747,1118.0323062759678,1538.7793347194051,4444.122568602836,5.81,174.5180487980158,0.109380760853581,1084.310686345098,0.137738886015378,0.14057071972912288,1004.2870381927833,-275.4730309768586,-427.364937606951,61.92429032331423,MARL-FRB/US Agent
2001Q1,-0.6187046528481235,176.4028426460221,4.0658065944335515,14226.161770699984,10526.113136719425,1415.7087720573854,118.79558454468372,1104.3381806922919,1515.0736036923772,4603.334502714357,5.56,176.4028426460221,0.109726546506346,599.552999246208,0.137738886015378,0.14057071972912288,1037.8405913396698,-265.3289189312197,-433.06755620751267,43.78356129180129,MARL-FRB/US Agent
2001Q2,2.267851753239824,177.9381121540937,4.277495372405228,14307.047916045442,10668.601175536662,1457.4451782197884,110.14021231688037,1066.5871066992645,1435.0722476862375,4436.307154469293,5.81,177.9381121540937,0.110077470842707,1041.9110237245982,0.137738886015378,0.14057071972912288,1069.1419787709715,120.15387946276797,-396.8871932384303,37.290227606889935,MARL-FRB/US Agent
2001Q3,-2.4520875686199872,178.7147052088026,4.8054281131563625,14219.610858172797,10665.508270165905,1260.284453765144,92.61458603506235,1006.0079809261675,1368.6355598329078,4622.538356387088,6.05,178.7147052088026,0.110433572317617,547.0723677900323,0.137738886015378,0.14057071972912288,1077.3560141650562,-451.90013777542265,-431.3092736209888,-0.1361036444218246,MARL-FRB/US Agent
2001Q4,-0.6128496431664137,178.79940104254192,5.758984317061822,14197.841330639265,10699.59595120066,1400.6758615832505,71.56436576152494,956.0957047646637,1298.8034949907944,4698.347208584777,6.3,178.79940104254192,0.110794881899888,647.7143439483764,0.137738886015378,0.14057071972912288,1127.5092786885136,37.38047818324374,-371.66398458540345,42.90402827335788,MARL-FRB/US Agent
2002Q1,0.87256003668017,179.30379195315672,6.229810946971915,14228.846307855154,10761.282590689969,1226.40616149796,62.21581369338782,963.4513503111513,1303.9041073800963,4748.172028674078,6.05,179.30379195315672,0.111161422276066,1172.2241207423506,0.137738886015378,0.14057071972912288,1162.6863723658078,-275.4122147763327,-420.84106379287664,-6.606331882443977,MARL-FRB/US Agent
2002Q2,0.08117942435674763,180.27476172743465,6.649824140975613,14231.734324786015,10783.98311546285,1191.2888083030366,61.673599694163975,986.6930853402941,1349.3819152067333,4917.036478244676,5.8,180.27476172743465,0.111533211022401,688.4797697471915,0.137738886015378,0.14057071972912288,1186.933926544909,-745.176579842746,-453.09656646473394,-28.68339065043558,MARL-FRB/US Agent
